RecordId,Probability_yes,PredictedLabel
92,0.06395487260439656,0
93,0.003232333666397735,0
94,0.11196945204888865,0
95,0.11281400276014927,0
96,0.00634869145910732,0
97,0.03049722692563681,0
98,0.036636394499893817,0
99,0.02110331168471379,0
100,0.02315680807606619,0
101,0.06797334008939225,0
102,0.021410881407068715,0
103,0.04460187693691023,0
104,0.0479068450962104,0
105,0.010134909195794675,0
106,0.06268172281309296,0
107,0.08122875444414485,0
108,0.008869086168713252,0
109,0.0970004512608352,0
110,0.03881547413972058,0
111,0.9048240773228964,1
112,0.6691614771557381,1
113,0.28818747640506076,1
114,0.019035296355964834,0
115,0.044311397307354436,0
116,0.3424059876483617,1
117,0.2147912679700369,1
118,0.03274393817562616,0
119,0.044561850775341895,0
120,0.032890161378825195,0
121,0.06717182109763037,0
122,0.03719759033547105,0
123,0.07341542459874933,0
124,0.004266432945005537,0
125,0.016407767752714443,0
126,0.06457879695530798,0
127,0.02313393462789752,0
128,0.13303706543465244,0
129,0.004190842654390764,0
130,0.10213743253134792,0
131,0.04081744404610881,0
132,0.0667709112136807,0
133,0.466985204882428,1
134,0.02794142649887719,0
135,0.1392076935387687,0
136,0.14094847650090395,0
137,0.05986359324284056,0
138,0.04374351597787275,0
139,0.06777661949849371,0
140,0.04843786810036665,0
141,0.6655430856689263,1
142,0.11665828152494398,0
143,0.007455160935980982,0
144,0.6893378115653614,1
145,0.1378956967918578,0
146,0.08249875312039934,0
147,0.036931291923473136,0
148,0.012732075203159719,0
149,0.0581616696771677,0
150,0.050553749482829126,0
151,0.20902000460819303,1
152,0.07164016561747244,0
153,0.037774988631843316,0
154,0.023148466688860565,0
155,0.06803867870338,0
156,0.02802169275593709,0
157,0.03722216933677644,0
158,0.12568846817779733,0
159,0.01678688863676938,0
160,0.02293286758697017,0
161,0.014007634591141746,0
162,0.5011648647160306,1
163,0.027400758083253166,0
164,0.0332340572593555,0
165,0.010942761831858216,0
166,0.028637456821291637,0
167,0.7830052802526949,1
168,0.031569236410258016,0
169,0.033940424140412574,0
170,0.358507880073727,1
171,0.37932794925305996,1
172,0.06279009788489044,0
173,0.024746258896880226,0
174,0.02822128993004889,0
175,0.02333362716972482,0
176,0.02012115794296763,0
177,0.038882168141801995,0
178,0.029127461441999524,0
179,0.006726772020410115,0
180,0.0304809028175416,0
181,0.012410657113039236,0
182,0.7686151384207843,1
183,0.39634494111168633,1
184,0.24693875258889353,1
185,0.02667047851387717,0
186,0.058977015682918396,0
187,0.03377625099620301,0
188,0.06095455163602604,0
189,0.31548708570991074,1
190,0.09066512183627039,0
191,0.14058007046592608,0
192,0.02790736305732651,0
193,0.02262330558110651,0
194,0.03897071848015345,0
195,0.16200940577794115,0
196,0.00902695733450334,0
197,0.01066538208866003,0
198,0.5011539160413333,1
199,0.05269886921890703,0
200,0.031090170290931047,0
201,0.04641650240541695,0
202,0.06818059113179087,0
203,0.06494801089786174,0
204,0.49689556475434815,1
205,0.1689829934322946,0
206,0.0052773728245786985,0
207,0.07777039267761279,0
208,0.03343431167529974,0
209,0.38338596502673367,1
210,0.04340233813830337,0
211,0.0793327269771876,0
212,0.02200647557363303,0
213,0.04567851325962434,0
214,0.030106835664254067,0
215,0.03196396034113782,0
216,0.07731787957140643,0
217,0.01817932449567976,0
218,0.9609454735092847,1
219,0.101278266303488,0
220,0.21738816937454175,1
221,0.49076359741980013,1
222,0.6279736566469172,1
223,0.005621269238816111,0
224,0.02122435550953194,0
225,0.04796328443522763,0
226,0.06323298465790964,0
227,0.024046552228666373,0
228,0.03887763553946813,0
229,0.022789989521433882,0
230,0.055753895543506286,0
231,0.12752975209456655,0
232,0.7059852029705301,1
233,0.024883778019165456,0
234,0.061120743343830004,0
235,0.10092121358450894,0
236,0.03747726840006563,0
237,0.08005990647296664,0
238,0.03881329650182308,0
239,0.009533762818244002,0
240,0.02598175957187705,0
241,0.15540049269508577,0
242,0.2989078881716121,1
243,0.06481830073835694,0
244,0.9909320253237625,1
245,0.19922096415898907,1
246,0.011269169916592933,0
247,0.07444682992999917,0
248,0.15609372086060955,0
249,0.024620899723965948,0
250,0.08555956774508665,0
251,0.4313968128687125,1
252,0.14241738096870996,0
253,0.07084773079090916,0
254,0.016424821826692262,0
255,0.0066583266527659325,0
256,0.10215482675374649,0
257,0.03656796945135314,0
258,0.02760797325798577,0
259,0.045422060774728414,0
260,0.02647930397753881,0
261,0.12365564005468459,0
262,0.0788463538677444,0
263,0.026498728418697645,0
264,0.011516492536011917,0
265,0.043238229021681646,0
266,0.03552595649102868,0
267,0.021925178890818756,0
268,0.039524441341231245,0
269,0.0747634613904971,0
270,0.008948735298233479,0
271,0.10001350085672042,0
272,0.10068960814440754,0
273,0.42358066398250005,1
274,0.015476800646467946,0
275,0.02519770589898067,0
276,0.10548096129651666,0
277,0.2607278338071406,1
278,0.03972518194009522,0
279,0.03229331881079629,0
280,0.01381659994420752,0
281,0.03294382497747201,0
282,0.1887902000000363,1
283,0.004681330562925786,0
284,0.013860542895185173,0
285,0.03637549717764079,0
286,0.4316365126267415,1
287,0.05823369025601827,0
288,0.05749952488722772,0
289,0.007522923655253211,0
290,0.059252432217338405,0
291,0.01923986853612959,0
292,0.043704294339348214,0
293,0.005377354856448902,0
294,0.22184462642565245,1
295,0.059656271186769985,0
296,0.9510238753411014,1
297,0.05414554946368996,0
298,0.2346072013613676,1
299,0.006203502936702719,0
300,0.12289742900077676,0
301,0.2679300745720658,1
302,0.11927024219410033,0
303,0.03931393186315334,0
304,0.41817136423630585,1
305,0.04413251876935828,0
306,0.022462718658784783,0
307,0.9537131474483095,1
308,0.2805839469083193,1
309,0.030882920187892904,0
310,0.1938295921848044,1
311,0.017097942437258457,0
312,0.006599044546188329,0
313,0.016142820954823393,0
314,0.038657097066684805,0
315,0.010489720678869621,0
316,0.013336732928904952,0
317,0.04257662788249647,0
318,0.22694295015551727,1
319,0.06199715257611263,0
320,0.07524916719670431,0
321,0.07302263287803192,0
322,0.006687539034578951,0
323,0.026619813857256164,0
324,0.011915799230697065,0
325,0.9294522143188146,1
326,0.02679086493103081,0
327,0.005421512992282415,0
328,0.19403350677847328,1
329,0.0491714505033055,0
330,0.017478963270889936,0
331,0.08190301443171777,0
332,0.08721950606002513,0
333,0.00667629011510081,0
334,0.2512609180331087,1
335,0.03229840021511233,0
336,0.03610764263988943,0
337,0.19423768742665726,1
338,0.008856951569363817,0
339,0.07079329214544598,0
340,0.08893107357397026,0
341,0.06592003693712012,0
342,0.06680987563544666,0
343,0.6493806622898065,1
344,0.03538500268670794,0
345,0.03366206240581872,0
346,0.33697662708280596,1
347,0.025398592717003867,0
348,0.2771118689923498,1
349,0.2715381923001652,1
350,0.1171118115268478,0
351,0.03134321815107931,0
352,0.038218486259083265,0
353,0.012215976882512981,0
354,0.04830482662017101,0
355,0.027732049791188575,0
356,0.02363459131992344,0
357,0.06969615013726131,0
358,0.041807797401168766,0
359,0.03157945060696259,0
360,0.3270124034628617,1
361,0.051454906440272966,0
362,0.35812085726921383,1
363,0.040548936787055304,0
364,0.030193634313339563,0
365,0.02870291632285701,0
366,0.033823026696047774,0
367,0.03195694927963514,0
368,0.09285096060222837,0
369,0.058264998092363275,0
370,0.020204660146991172,0
371,0.05335026533704705,0
372,0.0022649564498160653,0
373,0.017483195114835013,0
374,0.06305074347829825,0
375,0.02039878310403465,0
376,0.031011415701414708,0
377,0.014629768911505357,0
378,0.01592103978043868,0
379,0.13778801669359092,0
380,0.048417561809436876,0
381,0.06464063970938796,0
382,0.01746853484404456,0
383,0.023155817652478317,0
384,0.004066119324867872,0
385,0.1898199356600017,1
386,0.8841877892076201,1
387,0.031110352876745625,0
388,0.08969646263201313,0
389,0.023648175984965297,0
390,0.02356399161011922,0
391,0.164723797400185,0
392,0.17851641805419174,1
393,0.11956241100571359,0
394,0.040530341696818975,0
395,0.11601449560666612,0
396,0.2023640522595193,1
397,0.5209984927080998,1
398,0.09689424199423279,0
399,0.021175474712485157,0
400,0.06776076024988437,0
401,0.00882882064977267,0
402,0.0889256979324213,0
403,0.012040726306056059,0
404,0.00830273247294042,0
405,0.10683952001993528,0
406,0.11499700990865207,0
407,0.16550533269853965,0
408,0.029471585490781754,0
409,0.08027860396688068,0
410,0.031414772156364804,0
411,0.021682811772390457,0
412,0.03433029037959541,0
413,0.03340092566030203,0
414,0.10964594125556622,0
415,0.005640988946760412,0
416,0.07420269071588653,0
417,0.016058999828241678,0
418,0.03105128830919604,0
419,0.01945804570728196,0
420,0.0495703064953684,0
421,0.29737393409782803,1
422,0.2838185948122186,1
423,0.02327435443845989,0
424,0.0351143840003686,0
425,0.3460380082133452,1
426,0.04695153075678223,0
427,0.24910028457397632,1
428,0.09507503182353653,0
429,0.030503530586387422,0
430,0.04652681427886598,0
431,0.8247518629521264,1
432,0.20613814354942803,1
433,0.03270305848897851,0
434,0.0034398157669178323,0
435,0.05686533084832422,0
436,0.0874125378873479,0
437,0.6186936347789921,1
438,0.5823314512202434,1
439,0.17601490655899948,1
440,0.7192383518996247,1
441,0.10251300518186733,0
442,0.04327811490103162,0
443,0.04630857421591265,0
444,0.2583887619378979,1
445,0.004543786676386202,0
446,0.19087400833256282,1
447,0.20765005712010043,1
448,0.09595285738633776,0
449,0.030636554121873525,0
450,0.1003311343499617,0
451,0.016785648993279414,0
452,0.05887334330791641,0
453,0.11118895005680085,0
454,0.05062284202324478,0
455,0.13249252946992532,0
456,0.011838635447780908,0
457,0.03509679342694603,0
458,0.06348232653287268,0
459,0.6664495314972663,1
460,0.0091888168165303,0
461,0.42690156411540864,1
462,0.11585225890601077,0
463,0.4718204082805554,1
464,0.006708044014360317,0
465,0.042216596111930925,0
466,0.012897256454902403,0
467,0.021642815582204055,0
468,0.048747402234341874,0
469,0.0024882207384763857,0
470,0.027689946682420814,0
471,0.936354468585361,1
472,0.03761740259384634,0
473,0.011568171444979736,0
474,0.036609987968506286,0
475,0.6409826551519949,1
476,0.2641153559250147,1
477,0.007827940286278694,0
478,0.1049491426244768,0
479,0.7215081825808204,1
480,0.01679138545835672,0
481,0.7522893245118016,1
482,0.0073952891269412745,0
483,0.6184070892768491,1
484,0.08112910578037948,0
485,0.06725247136236778,0
486,0.0912112639111313,0
487,0.8445838919699673,1
488,0.025979353053941646,0
489,0.031229194819566528,0
490,0.24178482815267682,1
491,0.009985069632668061,0
492,0.17222296663704484,1
493,0.09881475775010377,0
494,0.06331104859181469,0
495,0.017979333369336496,0
496,0.10205262129134009,0
497,0.008897838666869579,0
498,0.03501468278516681,0
499,0.020177058599561457,0
500,0.032332126562111936,0
501,0.2700450004464781,1
502,0.13099331782405402,0
503,0.06688343542751478,0
504,0.11000338135117944,0
505,0.8232790424524938,1
506,0.1129860713794982,0
507,0.1191236014370491,0
508,0.03621265451114287,0
509,0.019235997578219508,0
510,0.05523661373175174,0
511,0.03694101565388307,0
512,0.16793607665424048,0
513,0.05171108011953406,0
514,0.0242555054095596,0
515,0.006974384853580606,0
516,0.02929507566867209,0
517,0.07363687854940956,0
518,0.03136053104445531,0
519,0.0717638053990579,0
520,0.018970398656332335,0
521,0.041125329450176176,0
522,0.008689997178121842,0
523,0.05834128863587628,0
524,0.033472147740252964,0
525,0.08017015992531433,0
526,0.04084702698240666,0
527,0.015221682112694973,0
528,0.012381518314315191,0
529,0.016772919489787923,0
530,0.04798110106797526,0
531,0.013820221139535857,0
532,0.1820429713472004,1
533,0.4449687720800658,1
534,0.06523230511138592,0
535,0.039372458754055865,0
536,0.012022116066185095,0
537,0.00916325484208607,0
538,0.043590873197278064,0
539,0.17092835491362257,1
540,0.10984881279889482,0
541,0.04796226801128273,0
542,0.04569410209881541,0
543,0.00453319599052984,0
544,0.1688976202379095,0
545,0.0072334773397608075,0
546,0.03834325986837243,0
547,0.027654790489141007,0
548,0.02994583142269227,0
549,0.044893203535304585,0
550,0.958211013906475,1
551,0.045427360825475056,0
552,0.0331376992183219,0
553,0.012721546149045922,0
554,0.01774645822740888,0
555,0.005077477672712137,0
556,0.006117616657656122,0
557,0.01792337888878877,0
558,0.43891700506419407,1
559,0.0029822668201910283,0
560,0.03537096007811286,0
561,0.013784292464584964,0
562,0.9705331564317907,1
563,0.03512376149878223,0
564,0.021767040197941557,0
565,0.004237237893206537,0
566,0.008682179969761991,0
567,0.07978152123064594,0
568,0.20548668935296152,1
569,0.007212552189003312,0
570,0.04056512273943757,0
571,0.05676409328900033,0
572,0.011160106821150123,0
573,0.3576846934507442,1
574,0.003378614330689756,0
575,0.08318347670838107,0
576,0.07750085347333088,0
577,0.741526991955114,1
578,0.10893757365946083,0
579,0.0044842613789848875,0
580,0.01817404527659008,0
581,0.828806312063711,1
582,0.02031184669243108,0
583,0.01883282787395959,0
584,0.05481929343827128,0
585,0.03879475865943384,0
586,0.014781996453856588,0
587,0.04069471759716317,0
588,0.2893836088517775,1
589,0.7930443914563323,1
590,0.026729907286341944,0
591,0.03940381522767634,0
592,0.03788194619336184,0
593,0.006705747688976504,0
594,0.10124019995683355,0
595,0.8688086888636268,1
596,0.10470426341910817,0
597,0.8460962681223302,1
598,0.017619307796106456,0
599,0.14115216054441965,0
600,0.039309831829270205,0
601,0.06407897485513916,0
602,0.016576753786423325,0
603,0.04438249841841823,0
604,0.10464520542032091,0
605,0.3088601897454551,1
606,0.435642700647774,1
607,0.0186848492748027,0
608,0.875019835034481,1
609,0.1995310917025557,1
610,0.06315975478667289,0
611,0.47379283403760103,1
612,0.1322566198133867,0
613,0.10922808382165168,0
614,0.06770401134796104,0
615,0.06686318152032159,0
616,0.049607596071619,0
617,0.020425249822705886,0
618,0.17507524701717028,1
619,0.005690869361321752,0
620,0.0888698386895852,0
621,0.03355692712841337,0
622,0.051916197151829595,0
623,0.013511911487303976,0
624,0.4787795994394812,1
625,0.3234888583963401,1
626,0.03585602453702649,0
627,0.022162121694113388,0
628,0.1034313067042958,0
629,0.04676416308470858,0
630,0.39512741508295085,1
631,0.03715101736938785,0
632,0.04471190356473726,0
633,0.01864725107648017,0
634,0.04216087397637876,0
635,0.0794075507906153,0
636,0.05553247944804317,0
637,0.07177382719353748,0
638,0.05519181134395768,0
639,0.1898130357007942,1
640,0.03450096187713973,0
641,0.924201370194556,1
642,0.0689044441807931,0
643,0.04024107264264204,0
644,0.004195653560045922,0
645,0.5229600682864147,1
646,0.009718455185256089,0
647,0.06099750116985132,0
648,0.04267822676643591,0
649,0.012027086318089828,0
650,0.024089874488355336,0
651,0.04502836392866058,0
652,0.00691711627225731,0
653,0.009529635688986172,0
654,0.14656789215915783,0
655,0.008207641190649968,0
656,0.8459371794687098,1
657,0.051694762742388295,0
658,0.026589144235557603,0
659,0.004493090008708721,0
660,0.021260651233555906,0
661,0.018580649885217373,0
662,0.9326900754154123,1
663,0.9868299282195041,1
664,0.026244075169950375,0
665,0.010871016964358413,0
666,0.07311758557355329,0
667,0.03821036539894978,0
668,0.050964718995970285,0
669,0.6593386693086484,1
670,0.059588511320679396,0
671,0.09782800952924797,0
672,0.07802060617251566,0
673,0.5530703713868722,1
674,0.8239831163367871,1
675,0.015061995655851196,0
676,0.03531805995763874,0
677,0.0652712528531047,0
678,0.004755038753633208,0
679,0.169968014850396,0
680,0.05550135300661283,0
681,0.016114463379019468,0
682,0.032691462151323035,0
683,0.04480053797085679,0
684,0.15279303462687968,0
685,0.028254415443041015,0
686,0.01444571432281148,0
687,0.010181495960425432,0
688,0.0703134787203642,0
689,0.05887347920785767,0
690,0.1067268027601769,0
691,0.0620810108595847,0
692,0.1201099570453773,0
693,0.11960864472875408,0
694,0.02180310032554605,0
695,0.04381405685423455,0
696,0.023802411044105905,0
697,0.0539364186151872,0
698,0.05292408159387193,0
699,0.025590722326151505,0
700,0.05346277919529964,0
701,0.06888413374098809,0
702,0.010954181926729475,0
703,0.04699401866518429,0
704,0.051402485507761574,0
705,0.6120017244897502,1
706,0.011984373260581754,0
707,0.002026816123147425,0
708,0.028506008104741243,0
709,0.004611600579111559,0
710,0.056061951903869756,0
711,0.024906101339879236,0
712,0.1705616388102667,1
713,0.04593488002187751,0
714,0.09875853128685352,0
715,0.017598855216584393,0
716,0.2425336606946656,1
717,0.03622297324542321,0
718,0.005595587251360954,0
719,0.032361735186997705,0
720,0.08375111752250167,0
721,0.9513449310584322,1
722,0.006490333982204425,0
723,0.038464870693812055,0
724,0.020581421514646557,0
725,0.2644655507661229,1
726,0.02165402538078447,0
727,0.01760342433307363,0
728,0.08827281641965667,0
729,0.13168055344097185,0
730,0.03360011065463442,0
731,0.011911229140484057,0
732,0.1678016909613636,0
733,0.015362709681677661,0
734,0.014132055710849857,0
735,0.04826415415586294,0
736,0.28271666159147807,1
737,0.1866367292194685,1
738,0.020082089324192906,0
739,0.20147330215011747,1
740,0.009399732217702725,0
741,0.3582008887202283,1
742,0.21501049116199808,1
743,0.008739367681233472,0
744,0.029560790568690997,0
745,0.9035591844445885,1
746,0.38432794006804705,1
747,0.12642472008329078,0
748,0.06142753771236252,0
749,0.04805783820975677,0
750,0.02523570990582511,0
751,0.6018399115642249,1
752,0.007951653665649412,0
753,0.12229422234686158,0
754,0.038441084072635155,0
755,0.8140790594893309,1
756,0.07683569998272206,0
757,0.6471431637483082,1
758,0.5697457897972228,1
759,0.046257671921321374,0
760,0.40561203993140665,1
761,0.014457617895038414,0
762,0.02027021878806928,0
763,0.04832521104034741,0
764,0.006046153522628104,0
765,0.020250239711760112,0
766,0.5587530764542376,1
767,0.15222012908261598,0
768,0.01832504405440721,0
769,0.004789981032324194,0
770,0.2916423373647681,1
771,0.025843403114643955,0
772,0.04680270250853315,0
773,0.07237880896133465,0
774,0.007722286647853814,0
775,0.06342493556436637,0
776,0.054184505079558444,0
777,0.022614305261281043,0
778,0.06644297005202356,0
779,0.2476625615546894,1
780,0.022448603332898463,0
781,0.02456524088673946,0
782,0.005082378638490803,0
783,0.04205750941024421,0
784,0.020553529132374116,0
785,0.09346027830039359,0
786,0.015587794539327631,0
787,0.04423259621303061,0
788,0.013381251411641582,0
789,0.11764805801528452,0
790,0.0443430608531823,0
791,0.04939076948133968,0
792,0.0934132470796694,0
793,0.2366085314034518,1
794,0.048558681252251754,0
795,0.036310645756179295,0
796,0.08821684065818217,0
797,0.047674952522669345,0
798,0.01136555654714256,0
799,0.008029496458304934,0
800,0.0013957560435794198,0
801,0.016285181155997235,0
802,0.031162031742675643,0
803,0.02182023472728967,0
804,0.4948207892901451,1
805,0.009826523780868686,0
806,0.09707712503828471,0
807,0.09977189605851057,0
808,0.01842124538689645,0
809,0.05073439800871721,0
810,0.26167787637639073,1
811,0.020758910885125763,0
812,0.007789780227862674,0
813,0.00671858257686159,0
814,0.035297725396905476,0
815,0.011529057288381436,0
816,0.4771379325678103,1
817,0.003575513722648862,0
818,0.023029790268489093,0
819,0.05216910988928957,0
820,0.012875271023464547,0
821,0.029411148105267605,0
822,0.00905368922089391,0
823,0.10789357800911806,0
824,0.03877666161503277,0
825,0.04833020685543427,0
826,0.02853659780445995,0
827,0.5502131056380273,1
828,0.05814352177630207,0
829,0.015157726913954075,0
830,0.0522453827645518,0
831,0.6011829937574025,1
832,0.012208518109797374,0
833,0.004381462451792714,0
834,0.8532888713495527,1
835,0.01899792653437079,0
836,0.06957227018095301,0
837,0.006536455371152486,0
838,0.00992221425773959,0
839,0.045211958856012674,0
840,0.008524285366068904,0
841,0.46779739003435794,1
842,0.04297881945504046,0
843,0.013095420525584735,0
844,0.012390561304394592,0
845,0.015532792856456853,0
846,0.03385283594568823,0
847,0.012358361454621939,0
848,0.03395644433896859,0
849,0.009780709566951056,0
850,0.0684793081889425,0
851,0.01836143682623647,0
852,0.04622609854554487,0
853,0.27049439167442135,1
854,0.7116649398680555,1
855,0.23782313940836533,1
856,0.07409464771292273,0
857,0.01598675623249229,0
858,0.012483553633835104,0
859,0.09399066348791793,0
860,0.06015890527471079,0
861,0.15568300495834256,0
862,0.05661328862550369,0
863,0.044544252091905406,0
864,0.026944457108327977,0
865,0.008108155525202956,0
866,0.0051728592217797995,0
867,0.4722281109399054,1
868,0.017286371796020886,0
869,0.03960156126774289,0
870,0.010014355242492572,0
871,0.023289231070131644,0
872,0.20920599637768078,1
873,0.02432022969901322,0
874,0.018596392172158426,0
875,0.7450446943008382,1
876,0.012165477800390335,0
877,0.1318077539655942,0
878,0.02114379821350561,0
879,0.8607214744891621,1
880,0.0770791249242353,0
881,0.059397138776649636,0
882,0.15367608646555855,0
883,0.4309429897471784,1
884,0.02872501653692965,0
885,0.22508747689772576,1
886,0.01645654752337345,0
887,0.023347168656855658,0
888,0.0424778722191118,0
889,0.26654349038398784,1
890,0.045588752724093955,0
891,0.025326760408128413,0
892,0.11535805552779498,0
893,0.03715404095341366,0
894,0.028198368042596993,0
895,0.00777760452103855,0
896,0.09831835130427322,0
897,0.015370852851610701,0
898,0.17208799150638446,1
899,0.09373132117110068,0
900,0.1532464989836985,0
901,0.017369962146538725,0
902,0.04504528605818762,0
903,0.0037089247612774085,0
904,0.02853310032792993,0
905,0.14319611260821313,0
906,0.8989626215962188,1
907,0.014628892538787196,0
908,0.02049531802065893,0
909,0.023880442066152863,0
910,0.08438675185884871,0
911,0.008163602470174945,0
912,0.007428295218570575,0
913,0.2086579065953721,1
914,0.047389773665096786,0
915,0.03177626935719973,0
916,0.08535880437963429,0
917,0.0649491325704629,0
918,0.010335657428101473,0
919,0.007441796984139627,0
920,0.02057152648622992,0
921,0.01437453257282782,0
922,0.021684732090634942,0
923,0.038890827360679295,0
924,0.03937940676143548,0
925,0.02410012578889865,0
926,0.01272134047753218,0
927,0.0212344986642323,0
928,0.27549204028349206,1
929,0.06545044953510516,0
930,0.08308089219734723,0
931,0.15932697852415892,0
932,0.09115991982978786,0
933,0.016161670668847224,0
934,0.01150359953482649,0
935,0.06537268638203571,0
936,0.02703607454923132,0
937,0.006029450996622476,0
938,0.030471344550149153,0
939,0.06620561457258584,0
940,0.011051793537007224,0
941,0.046935525970626835,0
942,0.008255737768581451,0
943,0.05361130519803339,0
944,0.06643278661791677,0
945,0.009469310414299046,0
946,0.05663425494269183,0
947,0.017184840632330247,0
948,0.18040876208913956,1
949,0.07450413401816783,0
950,0.042230593665800925,0
951,0.02536369859497711,0
952,0.05721187121259213,0
953,0.36842127618978604,1
954,0.005617022624324741,0
955,0.020898214999138378,0
956,0.9320594006521876,1
957,0.03743525923701945,0
958,0.07180525983420498,0
959,0.07239438945829428,0
960,0.033433743880955234,0
961,0.09667162892532163,0
962,0.010567541946267222,0
963,0.03601281109395353,0
964,0.022542112854469564,0
965,0.0017388055516979505,0
966,0.05563348119739747,0
967,0.27743330603643196,1
968,0.17537728748291823,1
969,0.07407276666940425,0
970,0.022457668487664666,0
971,0.02328672703133918,0
972,0.10150641680350203,0
973,0.015816000863161258,0
974,0.343534364393257,1
975,0.021340063366129244,0
976,0.021927839002883334,0
977,0.060943309368358574,0
978,0.010256934160538996,0
979,0.056237806457159575,0
980,0.039189379491694626,0
981,0.03806047908402999,0
982,0.11780258504829759,0
983,0.04963332458224755,0
984,0.00503723160586263,0
985,0.05023308427164478,0
986,0.04993168862846139,0
987,0.07374702613668051,0
988,0.016356741710793918,0
989,0.04685273138165964,0
990,0.18345370357396817,1
991,0.02733166358992217,0
992,0.05040873087771687,0
993,0.004070357462974883,0
994,0.009222161614742022,0
995,0.007797516182672256,0
996,0.062237852759418275,0
997,0.03928235242218859,0
998,0.03725839967986369,0
999,0.010860261259657633,0
1000,0.05158663479373708,0
1001,0.021097676162887907,0
1002,0.284741745190164,1
1003,0.02284759280083572,0
1004,0.6051624402777153,1
1005,0.020037556420866656,0
1006,0.03564176923630069,0
1007,0.036676546904601356,0
1008,0.055028361133531246,0
1009,0.032392707965027155,0
1010,0.007521487075078553,0
1011,0.05954979003020461,0
1012,0.03161110089536106,0
1013,0.38981813732046394,1
1014,0.02003886986111955,0
1015,0.6703816854527851,1
1016,0.20033704064931976,1
1017,0.05542793468869297,0
1018,0.06573966302904759,0
1019,0.03067210140155238,0
1020,0.03580158452889006,0
1021,0.06775094807612797,0
1022,0.04505852355159862,0
1023,0.021864474931985244,0
1024,0.044774373909216965,0
1025,0.21431121191417207,1
1026,0.019320038776280826,0
1027,0.04134395527968181,0
1028,0.031984022477464256,0
1029,0.057069273411832426,0
1030,0.012567995674625332,0
1031,0.9025842968108682,1
1032,0.06958409068558118,0
1033,0.03916218445024846,0
1034,0.3164475821888707,1
1035,0.014063251289996411,0
1036,0.0173560858034234,0
1037,0.05178231977426477,0
1038,0.1057684176363214,0
1039,0.015704046331521122,0
1040,0.07330981111455476,0
1041,0.03595887512157575,0
1042,0.015073964571846246,0
1043,0.03939331890736685,0
1044,0.007882472276976485,0
1045,0.07154817459355817,0
1046,0.006834305754155003,0
1047,0.42128519849240953,1
1048,0.006186120366798569,0
1049,0.09397833341430409,0
1050,0.019588845823907436,0
1051,0.042575685123291684,0
1052,0.028918400069429244,0
1053,0.0162418517824962,0
1054,0.027615490475390338,0
1055,0.039892290178680186,0
1056,0.013164979651387096,0
1057,0.022115218012376862,0
1058,0.24229867116293966,1
1059,0.03649246232725494,0
1060,0.03380207368052423,0
1061,0.15025806697706717,0
1062,0.016446663985792028,0
1063,0.14259212271475669,0
1064,0.03162422395306819,0
1065,0.6420747503832905,1
1066,0.046847480186332335,0
1067,0.0016913978314196418,0
